name,label
ipomopsis_aggregata_ssp_collina,Ipomopsis aggregata ssp. collina
ipomopsis_aggregata_ssp_tenuituba,Ipomopsis aggregata ssp. tenuituba
ipomopsis_congesta,Ipomopsis congesta
ipomopsis_congesta_ssp_congesta,Ipomopsis congesta ssp. congesta
ipomopsis_congesta_ssp_crebrifolia,Ipomopsis congesta ssp. crebrifolia
ipomopsis_congesta_ssp_frutescens,Ipomopsis congesta ssp. frutescens
ipomopsis_globularis,Ipomopsis globularis
ipomopsis_gunnisonii,Ipomopsis gunnisonii
ipomopsis_laxiflora,Ipomopsis laxiflora
ipomopsis_longiflora,Ipomopsis longiflora
ipomopsis_multiflora,Ipomopsis multiflora
ipomopsis_polyantha,Ipomopsis polyantha
ipomopsis_polycladon,Ipomopsis polycladon
ipomopsis_pumila,Ipomopsis pumila
ipomopsis_ramosa,Ipomopsis ramosa
ipomopsis_roseata,Ipomopsis roseata
ipomopsis_spicata,Ipomopsis spicata
iris,Iris
iris_missouriensis,Iris missouriensis
iris_pseudacorus,Iris pseudacorus
is,Is
is_this,Is this
isatis,Isatis
isatis_tinctoria,Isatis tinctoria
isocoma,Isocoma
isocoma_rusbyi,Isocoma rusbyi
isoëtes,Isoëtes
isoëtes_bolanderi,Isoëtes bolanderi
isoëtes_echinospora,Isoëtes echinospora
isoëtes_occidentalis,Isoëtes occidentalis
iva,Iva
iva_axillaris,Iva axillaris
ivesia,Ivesia
ivesia_gordonii,Ivesia gordonii
jamesia,Jamesia
jamesia_americana_var_americana,Jamesia americana var. americana
juncus,Juncus
juncus_acuminatus,Juncus acuminatus
juncus_alpinoarticulatus,Juncus alpinoarticulatus
juncus_ambiguus,Juncus ambiguus
juncus_arcticus,Juncus arcticus
juncus_arcticus_var_balticus,Juncus arcticus var. balticus
juncus_arcticus_var_mexicanus,Juncus arcticus var. mexicanus
juncus_articulatus,Juncus articulatus
juncus_biglumis,Juncus biglumis
juncus_brachycephalus,Juncus brachycephalus
juncus_brachyphyllus,Juncus brachyphyllus
juncus_brevicaudatus,Juncus brevicaudatus
juncus_bryoides,Juncus bryoides
juncus_bufonius,Juncus bufonius
juncus_castaneus,Juncus castaneus
juncus_compressus,Juncus compressus
juncus_confusus,Juncus confusus
juncus_dichotomus,Juncus dichotomus
juncus_drummondii,Juncus drummondii
juncus_dudleyi,Juncus dudleyi
juncus_effusus,Juncus effusus
juncus_ensifolius,Juncus ensifolius
juncus_filiformis,Juncus filiformis
juncus_gerardii,Juncus gerardii
juncus_hallii,Juncus hallii
juncus_interior,Juncus interior
juncus_longistylis,Juncus longistylis
juncus_marginatus,Juncus marginatus
juncus_mertensianus,Juncus mertensianus
juncus_nevadensis,Juncus nevadensis
juncus_nodosus,Juncus nodosus
juncus_parryi,Juncus parryi
juncus_tenuis,Juncus tenuis
juncus_torreyi,Juncus torreyi
juncus_triglumis,Juncus triglumis
juncus_triglumis_var_albescens,Juncus triglumis var. albescens
juncus_triglumis_var_triglumis,Juncus triglumis var. triglumis
juncus_vaseyi,Juncus vaseyi
juniperus,Juniperus
juniperus_communis_var_depressa,Juniperus communis var. depressa
juniperus_monosperma,Juniperus monosperma
juniperus_osteosperma,Juniperus osteosperma
juniperus_scopulorum,Juniperus scopulorum
kallstroemia,Kallstroemia
kallstroemia_parviflora,Kallstroemia parviflora
kalmia,Kalmia
kalmia_microphylla,Kalmia microphylla
kelloggia,Kelloggia
kelloggia_galioides,Kelloggia galioides
knautia,Knautia
knautia_arvensis,Knautia arvensis
kobresia,Kobresia
kobresia_myosuroides,Kobresia myosuroides
kobresia_sibirica,Kobresia sibirica
kobresia_simpliciuscula,Kobresia simpliciuscula
kochia,Kochia
kochia_americana,Kochia americana
kochia_scoparia,Kochia scoparia
koeleria,Koeleria
koeleria_macrantha,Koeleria macrantha
koenigia,Koenigia
koenigia_islandica,Koenigia islandica
krameria,Krameria
krameria_lanceolata,Krameria lanceolata
krascheninnikovia,Krascheninnikovia
krascheninnikovia_ceratoides,Krascheninnikovia ceratoides
krascheninnikovia_lanata,Krascheninnikovia lanata
krigia,Krigia
krigia_biflora,Krigia biflora
lactuca,Lactuca
lactuca_biennis,Lactuca biennis
lactuca_canadensis,Lactuca canadensis
lactuca_graminifolia,Lactuca graminifolia
lactuca_ludoviciana,Lactuca ludoviciana
lactuca_pulchella,Lactuca pulchella
lactuca_serriola,Lactuca serriola
ladeania,Ladeania
ladeania_lanceolata,Ladeania lanceolata
laennecia,Laennecia
laennecia_coulteri,Laennecia coulteri
laennecia_schiedeana,Laennecia schiedeana
lamium,Lamium
lamium_amplexicaule,Lamium amplexicaule
lamium_maculatum,Lamium maculatum
lamium_purpureum,Lamium purpureum
lappula,Lappula
lappula_occidentalis,Lappula occidentalis
lappula_occidentalis_var_cupulata,Lappula occidentalis var. cupulata
lappula_occidentalis_var_occidentalis,Lappula occidentalis var. occidentalis
lappula_squarrosa,Lappula squarrosa
lapsana,Lapsana
lapsana_communis,Lapsana communis
lathrocasis,Lathrocasis
lathrocasis_tenerrima,Lathrocasis tenerrima
lathyrus,Lathyrus
lathyrus_brachycalyx_ssp_zionensis,Lathyrus brachycalyx ssp. zionensis
lathyrus_eucosmus,Lathyrus eucosmus
lathyrus_laetivirens,Lathyrus laetivirens
lathyrus_lanszwertii,Lathyrus lanszwertii
lathyrus_lanszwertii_var_laetivirens,Lathyrus lanszwertii var. laetivirens
lathyrus_lanszwertii_var_lanszwertii,Lathyrus lanszwertii var. lanszwertii
lathyrus_lanszwertii_var_leucanthus,Lathyrus lanszwertii var. leucanthus
lathyrus_latifolius,Lathyrus latifolius
lathyrus_leucanthus,Lathyrus leucanthus
lathyrus_pauciflorus_var_utahensis,Lathyrus pauciflorus var. utahensis
lathyrus_polymorphus,Lathyrus polymorphus
lathyrus_polymorphus_ssp_incanus,Lathyrus polymorphus ssp. incanus
lathyrus_polymorphus_ssp_polymorphus,Lathyrus polymorphus ssp. polymorphus
lathyrus_sylvestris,Lathyrus sylvestris
leersia,Leersia
leersia_oryzoides,Leersia oryzoides
lemna,Lemna
lemna_gibba,Lemna gibba
lemna_minor,Lemna minor
lemna_minuta,Lemna minuta
lemna_trisulca,Lemna trisulca
lemna_turionifera,Lemna turionifera
lemna_valdiviana,Lemna valdiviana
leonurus,Leonurus
leonurus_cardiaca,Leonurus cardiaca
lepidium,Lepidium
lepidium_alyssoides,Lepidium alyssoides
lepidium_appelianum,Lepidium appelianum
lepidium_campestre,Lepidium campestre
lepidium_chalapense,Lepidium chalapense
lepidium_chalepensis,Lepidium chalepensis
lepidium_crenatum,Lepidium crenatum
lepidium_densiflorum,Lepidium densiflorum
lepidium_draba,Lepidium draba
lepidium_eastwoodiae,Lepidium eastwoodiae
lepidium_heterophyllum,Lepidium heterophyllum
lepidium_huberi,Lepidium huberi
lepidium_lasiocarpum_ssp_lasiocarpum,Lepidium lasiocarpum ssp. lasiocarpum
lepidium_latifolium,Lepidium latifolium
lepidium_montanum,Lepidium montanum
lepidium_paysonii,Lepidium paysonii
lepidium_perfoliatum,Lepidium perfoliatum
lepidium_ramosissimum,Lepidium ramosissimum
lepidium_virginicum,Lepidium virginicum
leptosiphon,Leptosiphon
leptosiphon_nuttallii_ssp_nuttallii,Leptosiphon nuttallii ssp. nuttallii
leptosiphon_septentrionalis,Leptosiphon septentrionalis
leucanthemum,Leucanthemum
leucanthemum_maximum,Leucanthemum maximum
leucanthemum_vulgare,Leucanthemum vulgare
leucocrinum,Leucocrinum
leucocrinum_montanum,Leucocrinum montanum
leucopoa,Leucopoa
leucopoa_kingii,Leucopoa kingii
leucosyris,Leucosyris
leucosyris_parviflora,Leucosyris parviflora
levisticum,Levisticum
levisticum_officinale,Levisticum officinale
lewisia,Lewisia
lewisia_nevadensis,Lewisia nevadensis
lewisia_pygmaea,Lewisia pygmaea
lewisia_pygmaea_var_nevadensis,Lewisia pygmaea var. nevadensis
lewisia_rediviva_var_rediviva,Lewisia rediviva var. rediviva
lewisia_triphylla,Lewisia triphylla
leymus,Leymus
leymus_ambiguus,Leymus ambiguus
leymus_cinereus,Leymus cinereus
leymus_racemosus,Leymus racemosus
leymus_salina,Leymus salina
leymus_salinus,Leymus salinus
leymus_triticoides,Leymus triticoides
liatris,Liatris
liatris_lancifolia,Liatris lancifolia
liatris_ligulistylis,Liatris ligulistylis
liatris_punctata,Liatris punctata
liatris_squarrosa_var_glabrata,Liatris squarrosa var. glabrata
ligusticum,Ligusticum
ligusticum_filicinum,Ligusticum filicinum
ligusticum_porteri,Ligusticum porteri
ligusticum_tenuifolium,Ligusticum tenuifolium
ligustrum,Ligustrum
ligustrum_vulgare,Ligustrum vulgare
lilium,Lilium
lilium_philadelphicum,Lilium philadelphicum
limosella,Limosella
limosella_aquatica,Limosella aquatica
linanthus,Linanthus
linanthus_caespitosus,Linanthus caespitosus
linanthus_pungens,Linanthus pungens
linanthus_watsonii,Linanthus watsonii
linaria,Linaria
linaria_canadensis_var_texana,Linaria canadensis var. texana
linaria_dalmatica_ssp_dalmatica,Linaria dalmatica ssp. dalmatica
linaria_vulgaris,Linaria vulgaris
lindernia,Lindernia
lindernia_dubia_var_anagallidea,Lindernia dubia var. anagallidea
linnaea,Linnaea
linnaea_borealis_var_longiflora,Linnaea borealis var. longiflora
linum,Linum
linum_aristatum,Linum aristatum
linum_australe,Linum australe
linum_berlandieri,Linum berlandieri
linum_compactum,Linum compactum
linum_grandiflorum,Linum grandiflorum
linum_kingii,Linum kingii
linum_lewisii,Linum lewisii
linum_perenne,Linum perenne
linum_pratense,Linum pratense
linum_puberulum,Linum puberulum
linum_rigidum,Linum rigidum
lipocarpha,Lipocarpha
lipocarpha_aristulata,Lipocarpha aristulata
listera,Listera
listera_borealis,Listera borealis
listera_convallarioides,Listera convallarioides
listera_cordata_var_nephrophylla,Listera cordata var. nephrophylla
lithophragma,Lithophragma
lithophragma_glabrum,Lithophragma glabrum
lithophragma_parviflorum,Lithophragma parviflorum
lithophragma_tenellum,Lithophragma tenellum
lithospermum,Lithospermum
lithospermum_arvense,Lithospermum arvense
lithospermum_caroliniense_var_croceum,Lithospermum caroliniense var. croceum
lithospermum_incisum,Lithospermum incisum
lithospermum_multiflorum,Lithospermum multiflorum
lithospermum_occidentale,Lithospermum occidentale
lithospermum_ruderale,Lithospermum ruderale
lloydia,Lloydia
lloydia_serotina,Lloydia serotina
lobelia,Lobelia
lobelia_cardinalis,Lobelia cardinalis
lobelia_siphilitica_var_ludoviciana,Lobelia siphilitica var. ludoviciana
lobularia,Lobularia
lobularia_maritima,Lobularia maritima
lolium,Lolium
lolium_arundinaceum,Lolium arundinaceum
lolium_multiflorum,Lolium multiflorum
lolium_perenne,Lolium perenne
lolium_pratense,Lolium pratense
lomatium,Lomatium
lomatium_bicolor,Lomatium bicolor
lomatium_concinnum,Lomatium concinnum
lomatium_dissectum_var_eatonii,Lomatium dissectum var. eatonii
lomatium_eastwoodiae,Lomatium eastwoodiae
lomatium_foeniculaceum,Lomatium foeniculaceum
lomatium_foeniculaceum_var_foeniculaceum,Lomatium foeniculaceum var. foeniculaceum
lomatium_foeniculaceum_var_macdougalii,Lomatium foeniculaceum var. macdougalii
lomatium_grayi_var_grayi,Lomatium grayi var. grayi
lomatium_juniperinum,Lomatium juniperinum
lomatium_latilobum,Lomatium latilobum
lomatium_leptocarpum,Lomatium leptocarpum
lomatium_linearifolium,Lomatium linearifolium
lomatium_macrocarpum,Lomatium macrocarpum
lomatium_multifidum,Lomatium multifidum
lomatium_nuttallii,Lomatium nuttallii
lomatium_orientale,Lomatium orientale
lomatium_parryi,Lomatium parryi
lomatium_planosum,Lomatium planosum
lomatium_simplex,Lomatium simplex
lomatium_triternatum_var_platycarpum,Lomatium triternatum var. platycarpum
lomatogonium,Lomatogonium
lomatogonium_rotatum,Lomatogonium rotatum
lonicera,Lonicera
lonicera_involucrata,Lonicera involucrata
lonicera_morrowii,Lonicera morrowii
lonicera_tatarica,Lonicera tatarica
lorandersonia,Lorandersonia
lorandersonia_baileyi,Lorandersonia baileyi
lorandersonia_linifolia,Lorandersonia linifolia
lorandersonia_pulchella,Lorandersonia pulchella
lotus,Lotus
lotus_corniculatus,Lotus corniculatus
lotus_tenuis,Lotus tenuis
lotus_wrightii,Lotus wrightii
lunaria,Lunaria
lunaria_annua,Lunaria annua
lupinus,Lupinus
lupinus_ammophilus,Lupinus ammophilus
lupinus_argenteus,Lupinus argenteus
lupinus_argenteus_var_argenteus,Lupinus argenteus var. argenteus
lupinus_argenteus_var_fulvomaculatus,Lupinus argenteus var. fulvomaculatus
lupinus_argenteus_var_holosericeus,Lupinus argenteus var. holosericeus
lupinus_argenteus_var_moabensis,Lupinus argenteus var. moabensis
lupinus_argenteus_var_myrianthus,Lupinus argenteus var. myrianthus
lupinus_argenteus_var_parviflorus,Lupinus argenteus var. parviflorus
lupinus_argenteus_var_rubricaulis,Lupinus argenteus var. rubricaulis
lupinus_brevicaulis,Lupinus brevicaulis
lupinus_caudatus,Lupinus caudatus
lupinus_caudatus_var_argophyllus,Lupinus caudatus var. argophyllus
lupinus_caudatus_var_utahensis,Lupinus caudatus var. utahensis
lupinus_crassus,Lupinus crassus
lupinus_kingii,Lupinus kingii
lupinus_lepidus_var_utahensis,Lupinus lepidus var. utahensis
lupinus_leucophyllus,Lupinus leucophyllus
lupinus_plattensis,Lupinus plattensis
lupinus_polyphyllus,Lupinus polyphyllus
lupinus_polyphyllus_var_humicola,Lupinus polyphyllus var. humicola
lupinus_polyphyllus_var_prunophilus,Lupinus polyphyllus var. prunophilus
lupinus_pusillus,Lupinus pusillus
lupinus_sericeus_var_sericeus,Lupinus sericeus var. sericeus
luzula,Luzula
luzula_comosa,Luzula comosa
luzula_parviflora,Luzula parviflora
luzula_spicata,Luzula spicata
luzula_subcapitata,Luzula subcapitata
lycium,Lycium
lycium_barbarum,Lycium barbarum
lycium_pallidum,Lycium pallidum
lycopodium,Lycopodium
lycopodium_annotinum,Lycopodium annotinum
lycopus,Lycopus
lycopus_americanus,Lycopus americanus
lycopus_asper,Lycopus asper
lycopus_uniflorus,Lycopus uniflorus
lygodesmia,Lygodesmia
lygodesmia_grandiflora,Lygodesmia grandiflora
lygodesmia_grandiflora_var_arizonica,Lygodesmia grandiflora var. arizonica
lygodesmia_grandiflora_var_doloresensis,Lygodesmia grandiflora var. doloresensis
lygodesmia_grandiflora_var_grandiflora,Lygodesmia grandiflora var. grandiflora
lygodesmia_juncea,Lygodesmia juncea
lysimachia,Lysimachia
lysimachia_arvensis,Lysimachia arvensis
lysimachia_ciliata,Lysimachia ciliata
lysimachia_maritima,Lysimachia maritima
lysimachia_minima,Lysimachia minima
lysimachia_nummularia,Lysimachia nummularia
lysimachia_thyrsiflora,Lysimachia thyrsiflora
lysimachia_vulgaris,Lysimachia vulgaris
lythrum,Lythrum
lythrum_alatum,Lythrum alatum
lythrum_salicaria,Lythrum salicaria
machaeranthera,Machaeranthera
machaeranthera_tanacetifolia,Machaeranthera tanacetifolia
maclura,Maclura
maclura_pomifera,Maclura pomifera
madia,Madia
madia_glomerata,Madia glomerata
maianthemum,Maianthemum
maianthemum_racemosum_ssp_amplexicaule,Maianthemum racemosum ssp. amplexicaule
maianthemum_stellatum,Maianthemum stellatum
malacothrix,Malacothrix
malacothrix_sonchoides,Malacothrix sonchoides
malacothrix_torreyi,Malacothrix torreyi
malaxis,Malaxis
malaxis_monophyllos_var_brachypoda,Malaxis monophyllos var. brachypoda
malus,Malus
malus_pumila,Malus pumila
malva,Malva
malva_neglecta,Malva neglecta
malva_parviflora,Malva parviflora
malva_pusilla,Malva pusilla
malva_sylvestris,Malva sylvestris
malva_verticillata,Malva verticillata
malvella,Malvella
malvella_leprosa,Malvella leprosa
malvella_sagittifolia,Malvella sagittifolia
mammillaria,Mammillaria
mammillaria_meiacantha,Mammillaria meiacantha
marrubium,Marrubium
marrubium_vulgare,Marrubium vulgare
marsilea,Marsilea
marsilea_vestita,Marsilea vestita
matricaria,Matricaria
matricaria_discoidea,Matricaria discoidea
medicago,Medicago
medicago_falcata,Medicago falcata
medicago_lupulina,Medicago lupulina
medicago_sativa,Medicago sativa
melampodium,Melampodium
melampodium_leucanthum,Melampodium leucanthum
melica,Melica
melica_bulbosa,Melica bulbosa
melica_porteri,Melica porteri
melica_spectabilis,Melica spectabilis
melica_subulata,Melica subulata
melilotus,Melilotus
melilotus_albus,Melilotus albus
melilotus_officinalis,Melilotus officinalis
menodora,Menodora
menodora_scabra,Menodora scabra
mentha,Mentha
mentha_×piperita,Mentha ×piperita
mentha_arvensis,Mentha arvensis
mentha_spicata,Mentha spicata
mentzelia,Mentzelia
mentzelia_albicaulis,Mentzelia albicaulis
mentzelia_chrysantha,Mentzelia chrysantha
mentzelia_cronquistii,Mentzelia cronquistii
mentzelia_decapetala,Mentzelia decapetala
mentzelia_densa,Mentzelia densa
mentzelia_dispersa,Mentzelia dispersa
mentzelia_laciniata,Mentzelia laciniata
mentzelia_laevicaulis,Mentzelia laevicaulis
mentzelia_lagarosa,Mentzelia lagarosa
mentzelia_marginata,Mentzelia marginata
mentzelia_multicaulis,Mentzelia multicaulis
mentzelia_multiflora,Mentzelia multiflora
mentzelia_nuda,Mentzelia nuda
mentzelia_oligosperma,Mentzelia oligosperma
mentzelia_paradoxensis,Mentzelia paradoxensis
mentzelia_procera,Mentzelia procera
mentzelia_pterosperma,Mentzelia pterosperma
mentzelia_pumila,Mentzelia pumila
mentzelia_reverchonii,Mentzelia reverchonii
mentzelia_rhizomata,Mentzelia rhizomata
mentzelia_rusbyi,Mentzelia rusbyi
mentzelia_sivinskii,Mentzelia sivinskii
mentzelia_speciosa,Mentzelia speciosa
mentzelia_thompsonii,Mentzelia thompsonii
mentzelia_uintahensis,Mentzelia uintahensis
menyanthes,Menyanthes
menyanthes_trifoliata,Menyanthes trifoliata
mertensia,Mertensia
mertensia_ambigua,Mertensia ambigua
mertensia_bakeri,Mertensia bakeri
mertensia_brachyloba,Mertensia brachyloba
mertensia_brevistyla,Mertensia brevistyla
mertensia_cana,Mertensia cana
mertensia_ciliata,Mertensia ciliata
mertensia_ciliata_var_ciliata,Mertensia ciliata var. ciliata
mertensia_coriacea,Mertensia coriacea
mertensia_cynoglossoides,Mertensia cynoglossoides
mertensia_fendleri,Mertensia fendleri
mertensia_fendleri_var_fendleri,Mertensia fendleri var. fendleri
mertensia_fendleri_var_pubens,Mertensia fendleri var. pubens
mertensia_foliosa,Mertensia foliosa
mertensia_franciscana,Mertensia franciscana
mertensia_fusiformis,Mertensia fusiformis
mertensia_grahamii,Mertensia grahamii
mertensia_humilis,Mertensia humilis
mertensia_lanceolata,Mertensia lanceolata
mertensia_lateriflora,Mertensia lateriflora
mertensia_oblongifolia,Mertensia oblongifolia
mertensia_ovata_var_ovata,Mertensia ovata var. ovata
mertensia_papillosa,Mertensia papillosa
mertensia_parvifolia,Mertensia parvifolia
mertensia_perplexa,Mertensia perplexa
mertensia_secundorum,Mertensia secundorum
mertensia_tweedyi,Mertensia tweedyi
micranthes,Micranthes
micranthes_foliolosa,Micranthes foliolosa
micranthes_odontoloma,Micranthes odontoloma
micranthes_oregana,Micranthes oregana
micranthes_rhomboidea,Micranthes rhomboidea
micromonolepis,Micromonolepis
micromonolepis_pusilla,Micromonolepis pusilla
microseris,Microseris
microseris_nutans,Microseris nutans
microsteris,Microsteris
microsteris_gracilis,Microsteris gracilis
mimosa,Mimosa
mimosa_borealis,Mimosa borealis
mimosa_nuttallii,Mimosa nuttallii
mimosa_rupertiana,Mimosa rupertiana
mimulus,Mimulus
mimulus_eastwoodiae,Mimulus eastwoodiae
mimulus_floribundus,Mimulus floribundus
mimulus_gemmiparus,Mimulus gemmiparus
mimulus_glabratus,Mimulus glabratus
mimulus_guttatus,Mimulus guttatus
mimulus_lewisii,Mimulus lewisii
mimulus_moschatus,Mimulus moschatus
mimulus_ringens,Mimulus ringens
mimulus_rubellus,Mimulus rubellus
mimulus_suksdorfii,Mimulus suksdorfii
mimulus_tilingii,Mimulus tilingii
minuartia,Minuartia
minuartia_macrantha,Minuartia macrantha
minuartia_nuttallii_var_nuttallii,Minuartia nuttallii var. nuttallii
minuartia_obtusiloba,Minuartia obtusiloba
minuartia_rubella,Minuartia rubella
minuartia_stricta,Minuartia stricta
mirabilis,Mirabilis
mirabilis_alipes,Mirabilis alipes
mirabilis_glabra,Mirabilis glabra
mirabilis_hirsuta,Mirabilis hirsuta
mirabilis_lanceolata,Mirabilis lanceolata
mirabilis_linearis,Mirabilis linearis
mirabilis_linearis_var_linearis,Mirabilis linearis var. linearis
mirabilis_linearis_var_subhispida,Mirabilis linearis var. subhispida
mirabilis_melanotricha,Mirabilis melanotricha
mirabilis_multiflora,Mirabilis multiflora
mirabilis_multiflora_var_glandulosa,Mirabilis multiflora var. glandulosa
mirabilis_multiflora_var_multiflora,Mirabilis multiflora var. multiflora
mirabilis_nyctaginea,Mirabilis nyctaginea
mirabilis_oxybaphoides,Mirabilis oxybaphoides
mirabilis_rotundifolia,Mirabilis rotundifolia
miscanthus,Miscanthus
miscanthus_sinensis,Miscanthus sinensis
misspelled,misspelled
misspelled_as,misspelled as
mitella,Mitella
mitella_pentandra,Mitella pentandra
mitella_stauropetala_var_stenopetala,Mitella stauropetala var. stenopetala
moehringia,Moehringia
moehringia_lateriflora,Moehringia lateriflora
moehringia_macrophylla,Moehringia macrophylla
mollugo,Mollugo
mollugo_verticillata,Mollugo verticillata
monarda,Monarda
monarda_fistulosa_var_menthifolia,Monarda fistulosa var. menthifolia
monarda_pectinata,Monarda pectinata
monardella,Monardella
monardella_odoratissima,Monardella odoratissima
moneses,Moneses
moneses_uniflora,Moneses uniflora
monolepis,Monolepis
monolepis_nuttalliana,Monolepis nuttalliana
monotropa,Monotropa
monotropa_hypopitys,Monotropa hypopitys
montia,Montia
montia_chamissoi,Montia chamissoi
morus,Morus
morus_alba,Morus alba
mostacillastrum,Mostacillastrum
mostacillastrum_purpusii,Mostacillastrum purpusii
muhlenbergia,Muhlenbergia
muhlenbergia_alopecuroides,Muhlenbergia alopecuroides
muhlenbergia_ammophila,Muhlenbergia ammophila
muhlenbergia_andina,Muhlenbergia andina
muhlenbergia_arenacea,Muhlenbergia arenacea
muhlenbergia_arenicola,Muhlenbergia arenicola
muhlenbergia_arsenei,Muhlenbergia arsenei
muhlenbergia_asperifolia,Muhlenbergia asperifolia
muhlenbergia_brevis,Muhlenbergia brevis
muhlenbergia_cuspidata,Muhlenbergia cuspidata
muhlenbergia_depauperata,Muhlenbergia depauperata
muhlenbergia_filiculmis,Muhlenbergia filiculmis
muhlenbergia_filiformis,Muhlenbergia filiformis
muhlenbergia_glomerata,Muhlenbergia glomerata
muhlenbergia_mexicana,Muhlenbergia mexicana
muhlenbergia_minutissima,Muhlenbergia minutissima
muhlenbergia_montana,Muhlenbergia montana
muhlenbergia_multiflora,Muhlenbergia multiflora
muhlenbergia_paniculata,Muhlenbergia paniculata
muhlenbergia_pauciflora,Muhlenbergia pauciflora
muhlenbergia_phleoides,Muhlenbergia phleoides
muhlenbergia_porteri,Muhlenbergia porteri
muhlenbergia_pungens,Muhlenbergia pungens
muhlenbergia_racemosa,Muhlenbergia racemosa
muhlenbergia_ramulosa,Muhlenbergia ramulosa
muhlenbergia_repens,Muhlenbergia repens
muhlenbergia_richardsonis,Muhlenbergia richardsonis
muhlenbergia_schreberi,Muhlenbergia schreberi
muhlenbergia_thurberi,Muhlenbergia thurberi
muhlenbergia_torreyi,Muhlenbergia torreyi
muhlenbergia_tricholepis,Muhlenbergia tricholepis
muhlenbergia_wrightii,Muhlenbergia wrightii
mulgedium,Mulgedium
mulgedium_oblongifolium,Mulgedium oblongifolium
munroa,Munroa
munroa_pulchella,Munroa pulchella
munroa_squarrosa,Munroa squarrosa
musineon,Musineon
musineon_divaricatum,Musineon divaricatum
musineon_tenuifolium,Musineon tenuifolium
myosotis,Myosotis
myosotis_arvensis,Myosotis arvensis
myosotis_asiatica,Myosotis asiatica
myosotis_scorpioides,Myosotis scorpioides
myosurus,Myosurus
myosurus_apetalus_var_montanus,Myosurus apetalus var. montanus
myosurus_cupulatus,Myosurus cupulatus
myosurus_minimus,Myosurus minimus
myosurus_nitidus,Myosurus nitidus
myriophyllum,Myriophyllum
myriophyllum_sibiricum,Myriophyllum sibiricum
myriophyllum_spicatum,Myriophyllum spicatum
myriophyllum_verticillatum,Myriophyllum verticillatum
myriopteris,Myriopteris
myriopteris_fendleri,Myriopteris fendleri
myriopteris_gracilis,Myriopteris gracilis
myriopteris_rufa,Myriopteris rufa
myriopteris_wootonii,Myriopteris wootonii
najas,Najas
najas_guadalupensis_ssp_guadalupensis,Najas guadalupensis ssp. guadalupensis
nama,Nama
nama_densum_var_parviflorum,Nama densum var. parviflorum
nama_dichotoma,Nama dichotoma
nama_dichotomum,Nama dichotomum
nama_retrorsum,Nama retrorsum
nassella,Nassella
nassella_tenuissima,Nassella tenuissima
nassella_viridula,Nassella viridula
nasturtium,Nasturtium
nasturtium_officinale,Nasturtium officinale
navarretia,Navarretia
navarretia_breweri,Navarretia breweri
navarretia_intertexta_ssp_propinqua,Navarretia intertexta ssp. propinqua
navarretia_saximontana,Navarretia saximontana
navarretia_sinistra,Navarretia sinistra
nemophila,Nemophila
nemophila_breviflora,Nemophila breviflora
neoholmgrenia,Neoholmgrenia
neoholmgrenia_andina,Neoholmgrenia andina
neokochia,Neokochia
neokochia_americana,Neokochia americana
neoparrya,Neoparrya
neoparrya_lithophila,Neoparrya lithophila
neottia,Neottia
neottia_borealis,Neottia borealis
neottia_convallarioides,Neottia convallarioides
neottia_cordata,Neottia cordata
nepeta,Nepeta
nepeta_cataria,Nepeta cataria
nepeta_grandiflora,Nepeta grandiflora
nepeta_racemosa,Nepeta racemosa
nicandra,Nicandra
nicandra_physalodes,Nicandra physalodes
nicotiana,Nicotiana
nicotiana_attenuata,Nicotiana attenuata
noccaea,Noccaea
noccaea_fendleri_ssp_glauca,Noccaea fendleri ssp. glauca
nolina,Nolina
nolina_texana,Nolina texana
nothocalais,Nothocalais
nothocalais_cuspidata,Nothocalais cuspidata
notholaena,Notholaena
notholaena_standleyi,Notholaena standleyi
nuphar,Nuphar
nuphar_polysepala,Nuphar polysepala
nuttallanthus,Nuttallanthus
nuttallanthus_canadensis,Nuttallanthus canadensis
nymphaea,Nymphaea
nymphaea_odorata_ssp_odorata,Nymphaea odorata ssp. odorata
oenothera,Oenothera
oenothera_acutissima,Oenothera acutissima
oenothera_albicaulis,Oenothera albicaulis
oenothera_biennis,Oenothera biennis
oenothera_canescens,Oenothera canescens
oenothera_cespitosa,Oenothera cespitosa
oenothera_cespitosa_ssp_cespitosa,Oenothera cespitosa ssp. cespitosa
oenothera_cespitosa_ssp_macroglottis,Oenothera cespitosa ssp. macroglottis
oenothera_cespitosa_ssp_marginata,Oenothera cespitosa ssp. marginata
oenothera_cespitosa_ssp_navajoensis,Oenothera cespitosa ssp. navajoensis
oenothera_cinerea,Oenothera cinerea
oenothera_coloradoensis,Oenothera coloradoensis
oenothera_coronopifolia,Oenothera coronopifolia
oenothera_curtiflora,Oenothera curtiflora
oenothera_deltoides_ssp_deltoides,Oenothera deltoides ssp. deltoides
oenothera_dodgeniana,Oenothera dodgeniana
oenothera_elata_ssp_hirsutissima,Oenothera elata ssp. hirsutissima
oenothera_engelmannii,Oenothera engelmannii
oenothera_flava,Oenothera flava
oenothera_glaucifolia,Oenothera glaucifolia
oenothera_grandis,Oenothera grandis
oenothera_harringtonii,Oenothera harringtonii
oenothera_hartwegii,Oenothera hartwegii
oenothera_howardii,Oenothera howardii
oenothera_kleinii,Oenothera kleinii
oenothera_lavandulifolia,Oenothera lavandulifolia
oenothera_longissima,Oenothera longissima
